Time [HH:MM:SS],H [deg],V [deg],D [mm]
17:08:30.375943000,49.2207532702403,89.7115383328319,20419.8321953016
17:08:30.385943400,49.2130256618657,89.711422734181,20423.4816453228
17:08:30.395943400,49.2024077571558,89.7111454445573,20421.3496467187
17:08:30.405943199,49.1926541988466,89.7134674332253,20424.4238015218
17:08:30.415943199,49.1801426010652,89.7137315670393,20429.6969624535
17:08:30.425943400,49.1737427837912,89.7110395058574,20433.9218147759
17:08:30.435943099,49.1639156163549,89.7120830202889,20433.8340410691
17:08:30.445943099,49.1529399853621,89.7116426023366,20440.6337915967
17:08:30.455943599,49.143004209654,89.7130650913369,20437.8830234718
17:08:30.465943400,49.1321957754099,89.7115680063672,20444.8000378308
17:08:30.475943099,49.1282113943476,89.7105674966516,20442.7559760905
17:08:30.485942900,49.1170125402567,89.7102481413556,20450.8887493673
